1677045637,82
1677056461,88
1677067261,85
1677819819,77
1677830641,86
1677841441,86
1677852241,77
1677950581,106
1677978421,82
1678020482,160
1678038181,71
1678051741,70
1678063081,72
1678074061,70
1678084981,70
1678095841,70
1678106641,75
1678117441,73
1678154489,87
1678267561,135
1678294981,155
1678331161,76
1678406401,83
1678418641,70
1678434602,70
1678446061,71
1678457701,70
1678468681,70
1678479481,70
1678490282,70
1678501201,71
1678512001,75
1678522861,75
1678533661,70
1678544461,75
1678555261,72
1678566061,83
1678576861,76
1678587661,74
1678598461,79
1678609261,81
1678620061,80
1678630861,90
1678641661,84
1678652461,87
1678663261,85
1678674061,84
1678684861,85
1678695661,92
1678706461,91
1678717261,87
1678754341,81
1678771261,78
1678793401,102
1678806241,133
1679065465,115
1679076301,72
1679087102,74
1679122381,70
1679171221,91
1679187745,101
1679237581,70
1679248561,29
1679260142,30
1679273162,30
1679291281,30
1679326203,94
1679340121,77
1679393281,105
1679408341,143
1679430781,76
1679441641,103
1679462941,76
1679484241,103
1679500322,92
1679512322,115
1679525581,76
1679538541,70
1679550181,72
1679561041,74
1679571901,75
1679582761,72
1679593561,74
1679604422,71
1679627341,142
1679677202,170
1679693461,71
1679706481,70
1679717282,73
1679728141,72
1679738941,74
1679749741,77
1679760542,70
1679771402,75
1679782261,73
1679793061,74
1679850361,76
1679880901,88
1679899861,94
1679913961,143
1679927461,71
1679940001,132
1679951881,70
1679964121,71
1679983442,74
1679994421,78
1680005401,70
1680016501,70
1680027541,70
1680038341,71
1680049201,70
1680060001,71
1680070801,73
1680081601,79
1680092402,83
1680136801,99
1680164401,123
1680229021,124
1680242341,98
1680271681,130
1680321061,70
1680332101,71
1680345481,78
1680359461,76
1680370621,70
1680381602,70
1680392461,72
1680403441,70
1680414241,70
1680425161,72
1680436141,70
1680478321,96
1680490261,158
1680501964,113
1680514921,71
1680529021,70
1680541921,70
1680553141,73
1680563941,71
1680574741,70
1680585541,71
1680596341,73
1680607141,72
1680617941,72
1680628741,73
1680639541,75
1680650341,77
1680661144,81
1680672001,80
1680682801,80
1680693601,77
1680704401,87
1680715201,22
1680726001,25
1680736801,25
1680747601,24
1680758401,25
1680769201,26
1680780001,29
1680790861,30
1680801661,30
1680813301,30
1680848281,82
1680871321,89
1680887822,99
1680898981,85
1680935521,74
1680961381,87
1680981601,97
1681007701,105
1681020061,100
1681034582,76
1681047061,71
1681059962,76
1681071781,94
1681083601,71
1681094762,72
1681105621,70
1681116421,73
1681127222,73
1681138081,81
1681148881,76
1681159681,74
1681170481,78
1681181282,88
1681192141,82
1681202942,77
1681213801,83
1681254301,116
1681271761,80
1681284661,70
1681296962,71
1681308241,70
1681319041,73
1681330021,71
1681340821,70
1681351621,78
1681362421,75
1681373221,76
1681384081,70
1681394882,77
1681405682,78
1681416482,80
1681427282,82
1681438141,83
1681448941,81
1681461061,81
1681490101,92
1681501921,97
1681521301,90
1681547221,127
1681579441,131
1681600981,82
1681628821,90
1681645441,100
1681656241,22
1681667042,24
1681677901,23
1681688701,23
1681699502,23
1681710361,28
1681721161,29
1681731961,27
1681742761,27
1681753561,28
1681764361,29
1681775161,29
1681785961,29
1681796761,30
1681846861,110
1681864861,82
1681875661,20
1681886461,23
1681897261,21
1681908061,21
1681918861,21
1681929781,24
1681940581,24
1682428211,92
1682445301,154
1682515201,105
1682533321,161
1682552162,147
1682575141,139
1682588941,167
1682637061,141
1682652781,95
1682672521,99
1682720461,179
1682736661,79
1682752141,128
1682766901,109
1682778961,166
1682803381,171
1682818021,163
1682831581,143
1682860261,147
1682871781,90
1682894701,70
1682906941,125
1682919961,70
1682930761,70
1682942041,70
1682968561,74
1682988481,124
1683037921,71
1683050462,70
1683061441,82
1683074281,152
1683085381,73
1683098581,70
1683111841,70
1683131401,70
1683144421,73
1683155582,72
1683166441,71
1683177661,70
1683188461,70
1683199261,71
1683210061,75
1683220861,72
1683231661,73
1683242461,70
1683253382,75
1683264241,70
1683275101,73
1683285901,72
1683296701,76
1683307501,77
1683321122,25
1683343441,92
1683364441,102
1683377821,122
1683398881,118
1683411841,148
1683427021,74
1683446642,75
1683468781,71
1683479761,93
1683501061,108
1683539522,122
1683580441,74
1683598501,74
1683624002,123
1683635581,86
1683651841,70
1683663721,70
1683674521,134
1683685322,70
1683696181,71
1683706981,73
1683717781,74
1683731821,123
1683757021,95
1683797221,103
1683815641,84
1683826621,76
1683838381,76
1683850381,78
1683889021,74
1683902041,71
1683924421,156
1683941521,95
1683952681,128
1683969721,129
1683981901,96
1684007401,144
1684027141,138
1684045441,121
1684060981,156
1684073101,109
1684095422,86
1684114741,83
1684137361,130
1684161601,130
1684182241,88
1684193941,73
1684222261,71
1684233781,94
1684253702,101
1684268341,102
1684279261,132
1684293001,154
1684305781,154
1684333261,162
1684344782,72
1684357861,132
1684368961,NA
1684381441,83
1684392302,116
1684403281,70
1684414321,71
1684425481,76
1684436282,71
1684447142,71
1684458062,70
1684468922,74
1684479782,75
1684490642,77
1684501501,74
1684512601,154
1684528381,133
1684541581,87
1684559941,151
1684589822,130
1684601881,118
1684616701,74
1684636201,NA
1684647361,75
1684663621,98
1684674661,72
1684697401,104
1684716061,77
1684727221,72
1684740901,109
1684754281,113
1684767481,76
1684778282,79
1684789141,78
1684799941,83
1684810741,76
1684821541,83
1684832341,85
1684843141,86
1684853941,88
1684864741,85
1684875541,84
1684886341,86
1684897141,91
1684907941,90
1684918741,88
1684929541,91
1684940581,70
1684951381,70
1684962181,73
1684972981,73
1684983781,72
1684994581,73
1685005381,76
1685016181,71
1685026981,78
1685037781,75
1685048581,76
1685059381,79
1685070181,80
1685080981,80
1685091781,83
1685102581,88
1685113381,83
1685124181,88
1685134981,86
1685145781,85
1685156581,86
1685167381,86
1685178181,91
1685188981,89
1685199781,91
1685210581,92
1685221381,89
1685232181,92
1685242981,93
1685253781,93
1685264581,93
1685275381,96
1685286181,95
1685296981,99
1685307782,92
1685318641,94
1685329441,98
1685340242,152
1685351101,97
1685361901,99
1685372702,77
1685383562,81
1685394421,79
1685405221,75
1685416021,75
1685426821,78
1685437621,76
1685448421,78
1685459222,80
1685470081,82
1685480881,84
1685491681,82
1685502481,83
1685513282,80
1685524141,82
1685534941,81
1685545741,86
1685556541,90
1685567341,90
1685578141,91
1685594821,134
1685644861,83
1685728441,108
1685775181,91
1685796301,102
1685808481,111
1685825041,86
1685837881,134
1685851381,84
